
	1

0	0
0.2	0
0.4	0
0.6	0
0.8	0
1	0
1.2	0
1.4	0
1.6	0
1.8	0
2	0
2.2	0
2.4	0
2.6	0
2.8	0
3	0
3.2	0
3.4	0
3.6	0
3.8	0
4	0
4.2	0
4.4	0
4.6	0
4.8	0
5	0
5.2	0
5.4	0
5.6	0
5.8	0
6	0
6.2	0
6.4	0
6.6	0
6.8	0
7	0
7.2	0
7.4	0
7.6	0
7.8	0
8	0
8.2	0
8.4	0
8.6	0
8.8	0
9	0
9.2	0
9.4	0
9.6	0
9.8	0
10	0
10.2	0
10.4	0
10.6	0
10.8	0
11	0
11.2	0
11.4	0
11.6	0
11.8	0
12	0
12.2	0
12.4	0
12.6	0
12.8	0
13	0
13.2	0
13.4	0
13.6	0
13.8	0
14	0
14.2	0
14.4	0
14.6	0
14.8	0
15	0
15.2	0
15.4	0
15.6	0
15.8	0
16	0
16.2	0
16.4	0
16.6	0
16.8	0
17	0
17.2	0
17.4	0
17.6	0
17.8	0
18	0
18.2	0
18.4	0
18.6	0
18.8	0
19	0
19.2	0
19.4	0
19.6	0
19.8	0

	100

0	0
0.2	3881
0.4	2894
0.6	2420
0.8	2273
1	2299
1.2	2322
1.4	1865
1.6	1500
1.8	1030
2	1094
2.2	847
2.4	758
2.6	706
2.8	727
3	684
3.2	705
3.4	673
3.6	656
3.8	640
4	621
4.2	625
4.4	626
4.6	575
4.8	538
5	1198
5.2	529
5.4	532
5.6	511
5.8	495
6	476
6.2	516
6.4	466
6.6	475
6.8	440
7	435
7.2	405
7.4	0
7.6	2
7.8	0
8	0
8.2	0
8.4	0
8.6	0
8.8	0
9	0
9.2	0
9.4	1
9.6	3
9.8	1
10	1
10.2	0
10.4	0
10.6	0
10.8	0
11	0
11.2	0
11.4	0
11.6	0
11.8	0
12	27
12.2	0
12.4	0
12.6	0
12.8	0
13	0
13.2	0
13.4	1
13.6	0
13.8	0
14	0
14.2	0
14.4	0
14.6	0
14.8	0
15	0
15.2	0
15.4	0
15.6	0
15.8	0
16	0
16.2	0
16.4	0
16.6	0
16.8	0
17	0
17.2	0
17.4	0
17.6	0
17.8	0
18	0
18.2	0
18.4	0
18.6	0
18.8	0
19	0
19.2	0
19.4	0
19.6	0
19.8	0

	10000

0	0
0.2	3881
0.4	2894
0.6	2420
0.8	2273
1	2299
1.2	2322
1.4	1865
1.6	1500
1.8	1030
2	1094
2.2	847
2.4	758
2.6	706
2.8	727
3	684
3.2	705
3.4	673
3.6	656
3.8	640
4	621
4.2	625
4.4	626
4.6	575
4.8	538
5	1198
5.2	529
5.4	532
5.6	511
5.8	495
6	476
6.2	516
6.4	466
6.6	475
6.8	440
7	435
7.2	405
7.4	0
7.6	2
7.8	0
8	0
8.2	0
8.4	0
8.6	0
8.8	0
9	0
9.2	0
9.4	1
9.6	3
9.8	1
10	1
10.2	0
10.4	0
10.6	0
10.8	0
11	0
11.2	0
11.4	0
11.6	0
11.8	0
12	27
12.2	0
12.4	0
12.6	0
12.8	0
13	0
13.2	0
13.4	1
13.6	0
13.8	0
14	0
14.2	0
14.4	0
14.6	0
14.8	0
15	0
15.2	0
15.4	0
15.6	0
15.8	0
16	0
16.2	0
16.4	0
16.6	0
16.8	0
17	0
17.2	0
17.4	0
17.6	0
17.8	0
18	0
18.2	0
18.4	0
18.6	0
18.8	0
19	0
19.2	0
19.4	0
19.6	0
19.8	0

	1e+07

0	0
0.2	3881
0.4	2894
0.6	2420
0.8	2273
1	2299
1.2	2322
1.4	1865
1.6	1500
1.8	1030
2	1094
2.2	847
2.4	758
2.6	706
2.8	727
3	684
3.2	705
3.4	673
3.6	656
3.8	640
4	621
4.2	625
4.4	626
4.6	575
4.8	538
5	1198
5.2	529
5.4	532
5.6	511
5.8	495
6	476
6.2	516
6.4	466
6.6	475
6.8	440
7	435
7.2	405
7.4	0
7.6	2
7.8	0
8	0
8.2	0
8.4	0
8.6	0
8.8	0
9	0
9.2	0
9.4	1
9.6	3
9.8	1
10	1
10.2	0
10.4	0
10.6	0
10.8	0
11	0
11.2	0
11.4	0
11.6	0
11.8	0
12	27
12.2	0
12.4	0
12.6	0
12.8	0
13	0
13.2	0
13.4	1
13.6	0
13.8	0
14	0
14.2	0
14.4	0
14.6	0
14.8	0
15	0
15.2	0
15.4	0
15.6	0
15.8	0
16	0
16.2	0
16.4	0
16.6	0
16.8	0
17	0
17.2	0
17.4	0
17.6	0
17.8	0
18	0
18.2	0
18.4	0
18.6	0
18.8	0
19	0
19.2	0
19.4	0
19.6	0
19.8	0

	1e+09

0	0
0.2	3881
0.4	2894
0.6	2420
0.8	2273
1	2299
1.2	2322
1.4	1865
1.6	1500
1.8	1030
2	1094
2.2	847
2.4	758
2.6	706
2.8	727
3	684
3.2	705
3.4	673
3.6	656
3.8	640
4	621
4.2	625
4.4	626
4.6	575
4.8	538
5	1198
5.2	529
5.4	532
5.6	511
5.8	495
6	476
6.2	516
6.4	466
6.6	475
6.8	440
7	435
7.2	405
7.4	0
7.6	2
7.8	0
8	0
8.2	0
8.4	0
8.6	0
8.8	0
9	0
9.2	0
9.4	1
9.6	3
9.8	1
10	1
10.2	0
10.4	0
10.6	0
10.8	0
11	0
11.2	0
11.4	0
11.6	0
11.8	0
12	27
12.2	0
12.4	0
12.6	0
12.8	0
13	0
13.2	0
13.4	1
13.6	0
13.8	0
14	0
14.2	0
14.4	0
14.6	0
14.8	0
15	0
15.2	0
15.4	0
15.6	0
15.8	0
16	0
16.2	0
16.4	0
16.6	0
16.8	0
17	0
17.2	0
17.4	0
17.6	0
17.8	0
18	0
18.2	0
18.4	0
18.6	0
18.8	0
19	0
19.2	0
19.4	0
19.6	0
19.8	0

	1e+11

0	0
0.2	3881
0.4	2894
0.6	2420
0.8	2273
1	2299
1.2	2322
1.4	1865
1.6	1500
1.8	1030
2	1094
2.2	847
2.4	758
2.6	706
2.8	727
3	684
3.2	705
3.4	673
3.6	656
3.8	640
4	621
4.2	625
4.4	626
4.6	575
4.8	538
5	1198
5.2	529
5.4	532
5.6	511
5.8	495
6	476
6.2	516
6.4	466
6.6	475
6.8	440
7	435
7.2	405
7.4	0
7.6	2
7.8	0
8	0
8.2	0
8.4	0
8.6	0
8.8	0
9	0
9.2	0
9.4	1
9.6	3
9.8	1
10	1
10.2	0
10.4	0
10.6	0
10.8	0
11	0
11.2	0
11.4	0
11.6	0
11.8	0
12	27
12.2	0
12.4	0
12.6	0
12.8	0
13	0
13.2	0
13.4	1
13.6	0
13.8	0
14	0
14.2	0
14.4	0
14.6	0
14.8	0
15	0
15.2	0
15.4	0
15.6	0
15.8	0
16	0
16.2	0
16.4	0
16.6	0
16.8	0
17	0
17.2	0
17.4	0
17.6	0
17.8	0
18	0
18.2	0
18.4	0
18.6	0
18.8	0
19	0
19.2	0
19.4	0
19.6	0
19.8	0
